3.17.2-PTU 8121594,Outpost Index,Time Index,Waypoint Name,,Cartesian Coordinate (x y z) in km,,,"Rotation Quaternion (w,x,y,z)",,,,QTMarker,OM Radius,Body Radius,Arrival Radius,Time Lines,Rotation Speed,Rotation Adjust,Orbital Radius,Orbital Speed,Orbital Angle,Grid Radius,Adjustment Date,,,Body Selection
Cellin 13,Cellin 19,Cellin 08,Flanagan's Ravine Aid Shelter,Flanagan,-194.282,151.722,84.997,0.81227469,-0.38821509,-0.43162814,0.05653346,TRUE,0.000,0.000,,,,,,,,,,,,
Cellin 14,Cellin 20,Cellin 02,Julep Ravine Aid Shelter,Julep,-111.528,-56.297,-228.950,-0.12954259,0.50784636,0.82522726,-0.21050113,TRUE,0.000,0.000,,,,,,,,,,,,
Cellin 15,Cellin 21,Cellin 05,Mogote Aid Shelter,Mogate,-198.664,50.790,160.875,0.77140063,0.12486320,-0.41926363,-0.46213445,TRUE,0.000,0.000,,,,,,,,,,,,
Cellin 08,Cellin 09,Cellin 17,Security Post Dipur,Dipur,197.701,57.544,-159.946,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Cellin 09,Cellin 10,Cellin 01,Security Post Lespin,Lespin,-214.319,-149.144,3.974,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Cellin 10,Cellin 08,Cellin 19,Security Post Criska,Criska,252.522,62.924,13.871,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Cellin 11,Cellin 11,Cellin 16,NT-999-XV,NT999XV,146.832,135.254,167.474,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Cellin,,,Hickes Platinum Bay Ground Spawn,,3.301,13.184,-260.311,0.02045405,-0.60994434,0.79201502,0.01617920,FALSE,0.000,0.000,,,,,,,,,,,,
Cellin,,,Terra Mills Platinum Bay Ground Spawn,,100.166,27.723,239.010,0.11787605,0.18830749,0.07756030,0.97192073,FALSE,0.000,0.000,,,,,,,,,,,,
Cellin 07,Cellin 05,Cellin 22,Cellin Stash House (Private Property),Stash,97.749,-173.764,167.078,0.86094868,0.28550476,0.31198430,-0.28270161,TRUE,0.000,0.000,,,,,,,,,,,,
Cellin 16,Cellin 15,Cellin 14,Abandoned Outpost NT9-131/64,Abandoned,130.062,184.915,130.356,0.72463161,-0.18488021,0.46482325,0.47399119,FALSE,0.000,0.000,,,,,,,,,,,,
Cellin 17,Cellin 24,Cellin 23,Caterpillar A Wreck PRI-326/76,Caterpillar A,36.776,-152.501,208.899,0.91924924,0.31649017,-0.00402652,0.23409089,FALSE,0.000,0.000,,,,,,,,,,,,
Cellin 18,Cellin 25,Cellin 06,Constellation A Wreck FLA-118/94,Constellation A,-243.602,85.479,38.769,0.23234220,-0.65227509,0.01686873,0.72129726,FALSE,0.000,0.000,,,,,,,,,,,,
Cellin 19,Cellin 26,Cellin 07,Cutlass A Wreck FLA-121/65,Cutlass A,-231.142,109.975,50.933,0.43721011,-0.62655187,-0.09922494,0.63752216,FALSE,0.000,0.000,,,,,,,,,,,,
Cellin 20,Cellin 27,Cellin 15,Freelancer B Wreck DIP-115/110,Freelancer B,125.553,138.117,-182.239,0.34704250,-0.33182874,0.85975969,0.17396683,FALSE,0.000,0.000,,,,,,,,,,,,
Cellin 21,Cellin 28,Cellin 11,Starfarer C Wreck NT9-058/116,Starfarer C,38.688,166.478,196.317,0.19490354,0.00654436,0.35049891,0.91603512,FALSE,0.000,0.000,,,,,,,,,,,,
Cellin 22,Cellin 29,Cellin 21,Derelict Caterpillar Wreck PRI-080/17,Derelict 2A,112.178,-163.730,169.625,,,,,,,,,,,,,,,,,,,
Cellin 23,Cellin 32,,Hickes Racetrack HIC-099/14,HIC Race,-11.498,14.263,-260.150,-0.03514699,0.77805173,0.62721622,-0.00000005,FALSE,0.000,0.000,,,,,,,,,,,,
Cellin 24,Cellin 33,,Terra Mills Racetrack TER-045/79,TER Race,32.091,66.701,250.043,0.98966384,-0.12922777,0.06217438,0.00000001,FALSE,0.000,0.000,,,,,,,,,,,,
Cellin,Cellin 38,,Reclaimer Hijack Spawn Point,Hijack 2A,78.578,-517.157,52.604,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
Cellin,Cellin 00,,Trading Terminals,,,,,,,,,,,,,,,,,,,,,,,
Cellin,,,Caves,,,,,,,,,,,,,,,,,,,,,,,
Cellin,Cellin 23,,Wrecks,,,,,,,,,,,,,,,,,,,,,,,
Cellin,Cellin 13,,Other Facilities,,,,,,,,,,,,,,,,,,,,,,,
Cellin,Cellin 31,,Scramble Racetracks,,,,,,,,,,,,,,,,,,,,,,,
Cellin,Cellin 17,,Emergency Shelters,,,,,,,,,,,,,,,,,,,,,,,
Cellin,Cellin 07,,Underground Bunker Facilities,,,,,,,,,,,,,,,,,,,,,,,
Cellin,Cellin 35,,Comm Array,,,,,,,,,,,,,,,,,,,,,,,
Clio R01,,,OM-1,OM1,0.000,0.000,489.850,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Clio R02,,,OM-2,OM2,0.000,0.000,-489.850,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Clio R03,,Clio 09,OM-3,OM3,0.000,489.850,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Clio R04,,Clio 18,OM-4,OM4,0.000,-489.850,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Clio R05,,Clio 16,OM-5,OM5,489.850,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Clio R06,,Clio 01,OM-6,OM6,-489.850,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Clio 01,Clio 23,Clio 05,Comm Array ST4-59,ST4-59,-318.257,390.837,24.000,0.92387950,0.00000000,0.00000000,-0.38268349,TRUE,0.000,0.000,,,,,,,,,,,,
Clio 02,Clio 01,Clio 04,Rayari Cantwell Research Outpost,Cantwell,-217.175,215.278,142.842,0.84356982,-0.37858394,-0.38087115,0.00115875,TRUE,0.000,0.000,,,,,,,,,,,,
Clio 03,Clio 02,Clio 17,Rayari McGrath Research Outpost,McGrath,-325.904,-85.713,-18.786,0.64622104,0.41264629,-0.59795755,-0.23359826,TRUE,0.000,0.000,,,,,,,,,,,,
Clio,,,Cantwell Platinum Bay Ground Spawn,,-217.302,215.168,142.814,0.84353775,-0.37957543,-0.37993741,0.00376018,FALSE,0.000,0.000,,,,,,,,,,,,
Clio,,,McGrath Platinum Bay Ground Spawn,,-325.912,-85.651,-18.942,0.64954638,0.40346444,-0.60438228,-0.22366942,FALSE,0.000,0.000,,,,,,,,,,,,
Clio 04,Clio 05,Clio 08,Clio Cave N66 [F] CAN-338/278,Cave N66,-6.584,137.809,308.281,0.32639962,-0.07902163,0.19332559,0.92186987,FALSE,0.000,0.000,,,,,,,,,,,,
Clio 05,Clio 06,Clio 07,Clio Cave N67 [F] CAN-340/278,Cave N67,-11.324,131.045,311.056,0.98006052,-0.19796087,-0.01711389,-0.00003494,FALSE,0.000,0.000,,,,,,,,,,,,
Clio 06,Clio 07,Clio 12,Clio Cave N71 [F] CAN-341/320,Cave N71,26.403,105.022,319.751,-0.43262613,0.10473900,0.12430537,0.88679904,FALSE,0.000,0.000,,,,,,,,,,,,
Clio 08,Clio 08,Clio 11,Clio Cave N76 [F] CAN-347/326,Cave N76,12.477,77.049,328.531,0.99320662,-0.11486782,0.01860148,-0.00000100,FALSE,0.000,0.000,,,,,,,,,,,,
Clio 10,Clio 12,Clio 02,Caterpillar B Wreck CAN-009/201,Caterpillar B,-142.973,98.286,289.667,0.88719976,-0.05317356,-0.26120603,-0.37659079,FALSE,0.000,0.000,,,,,,,,,,,,
Clio 11,Clio 13,Clio 03,Caterpillar C Wreck CAN-171/49,Caterpillar C,-235.054,222.127,97.407,0.74868047,-0.22591388,-0.55205613,-0.28926548,FALSE,0.000,0.000,,,,,,,,,,,,
Clio 09,Clio 11,Clio 15,Caterpillar A Wreck CAN-295/471,Caterpillar A,253.201,178.404,134.714,0.46757054,0.19503716,0.51238906,0.69339436,FALSE,0.000,0.000,,,,,,,,,,,,
Clio 12,Clio 14,Clio 14,Constellation A Wreck CAN-294/455,Constellation A,237.915,197.092,136.426,0.78759229,-0.18398011,0.51398021,0.28578675,FALSE,0.000,0.000,,,,,,,,,,,,
Clio 15,Clio 17,Clio 06,Starfarer C Wreck CAN-310/110,Starfarer C,-125.554,242.328,198.088,0.83744526,-0.45038798,-0.05884263,0.30393025,FALSE,0.000,0.000,,,,,,,,,,,,
Clio 13,Clio 15,Clio 10,Starfarer A Wreck CAN-329/269,Starfarer A,6.513,175.082,288.415,0.95396733,-0.26549488,0.04669780,0.13144630,FALSE,0.000,0.000,,,,,,,,,,,,
Clio 14,Clio 16,Clio 13,Starfarer B Wreck CAN-306/307,Starfarer B,76.745,235.733,229.346,0.11294998,0.07610445,0.39327413,0.90927768,FALSE,0.000,0.000,,,,,,,,,,,,
Clio 16,Clio 20,,Snake Pit MCG-308/8,SnakePit,-327.835,-78.887,-13.657,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
Clio,Clio 25,,Reclaimer Hijack Spawn Point,Hijack 4B,-369.744,-686.626,-92.196,,,,,FALSE,0.000,0.000,,,,,,,,,,,,
Clio,Clio 00,,Trading Terminals,,,,,,,,,,,,,,,,,,,,,,,
Clio,Clio 04,,Caves,,,,,,,,,,,,,,,,,,,,,,,
Clio,Clio 10,,Wrecks,,,,,,,,,,,,,,,,,,,,,,,
Clio,,,Other Facilities,,,,,,,,,,,,,,,,,,,,,,,
Clio,Clio 19,,Racetrack,,,,,,,,,,,,,,,,,,,,,,,
Clio,,,Emergency Shelters,,,,,,,,,,,,,,,,,,,,,,,
Clio,Clio 22,,Comm Array,,,,,,,,,,,,,,,,,,,,,,,
CRU-L1 01,CRU-L1 01,CRU-L1 01,R&R CRU-L1 Ambitious Dream Station,R&R CRU-L1,-2796.346,-1018.271,-20.043,0.87549150,0.04627188,-0.08914580,-0.47268018,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L1,CRU-L1,CRU-L1,Mining Claim #187-EK3,187-EK3,-54.904,63.157,-59.972,-0.22806457,0.36637831,-0.03861554,0.90125597,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L1,CRU-L1,CRU-L1,Mining Claim #M77-B9R,M77-B9R,66.543,37.461,-46.090,0.23280323,0.24513523,0.83461684,-0.43488634,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L1,CRU-L1,CRU-L1,Mining Claim #U3Z-O5M,U3Z-O5M,-67.232,-63.799,-21.614,-0.01217902,0.17830668,-0.16338797,0.97023851,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L1,CRU-L1,CRU-L1,Mining Claim #6QU-VLF,6QU-VLF,63.692,25.286,51.458,-0.40114397,0.82798952,0.36748362,-0.13591430,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L1,CRU-L1,CRU-L1,Mining Claim #LOW-9SW,LOW-9SW,-71.481,44.928,16.762,0.94699126,-0.19474512,0.07281224,0.24490866,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L1,CRU-L1,CRU-L1,Mining Claim #Q02-658,Q02-658,-45.859,69.530,65.718,0.26684046,0.87498403,0.40259719,0.03338573,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L1,CRU-L1,CRU-L1,Mining Claim #RDM-570,RDM-570,58.210,-42.690,-70.083,-0.25355145,0.54980654,-0.11296102,0.78782248,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L1,CRU-L1,CRU-L1,Mining Claim #2JR-IH4,2JR-IH4,13.913,-55.664,14.329,0.37072182,0.12937455,0.91183579,-0.11992937,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L1,CRU-L1,,ChildCloud S2L1,CloudS2L1,-23.138,-1.030,-21.107,0.65691632,0.21726269,0.53498358,-0.48482004,FALSE,,,,,,,,,,,,,,
CRU-L1,CRU-L1 00,,Station,,,,,,,,,,,,,,,,,,,,,,,
CRU-L1,CRU-L1,,Mining Claims,,,,,,,,,,,,,,,,,,,,,,,
CRU-L3,CRU-L3,CRU-L3,Mining Claim #5QZ-EVL,5QZ-EVL,62.410,-62.331,55.515,0.13715331,0.81915152,0.51186275,-0.21949095,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L3,CRU-L3,CRU-L3,Mining Claim #233-0BG,233-0BG,-57.418,58.464,-1.148,0.66060269,0.36286357,0.43025550,0.49680409,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L3,CRU-L3,CRU-L3,Mining Claim #1WF-8Q2,1WF-8Q2,-35.707,41.278,63.718,0.00003931,0.70635438,0.08621406,0.70258850,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L3,CRU-L3,CRU-L3,Mining Claim #7BH-6IB,7BH-6IB,27.018,-43.020,-50.422,0.51096743,0.46814871,0.51451540,-0.50499803,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L3,CRU-L3,CRU-L3,Mining Claim #2AO-YXA,2AO-YXA,44.505,43.047,49.756,0.66674477,-0.08997958,0.54016089,-0.50555050,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L3,CRU-L3,CRU-L3,Mining Claim #6VQ-R0L,6VQ-R0L,-36.321,-14.373,18.210,0.80402994,0.07547831,-0.58936977,0.02195749,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L3,CRU-L3,CRU-L3,Mining Claim #B93-ECE,B93-ECE,-54.089,-71.268,-5.790,-0.40800557,0.50398338,0.56807470,0.50677741,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L3,CRU-L3,CRU-L3,Mining Claim #SNS-133,SNS-133,57.458,64.450,-57.531,0.69512707,0.15916605,0.01095211,0.70095974,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L3,CRU-L3,,ChildCloud S2L3,CloudS2L3,5.600,3.711,2.067,0.61813784,-0.31088218,0.72111005,0.03547095,FALSE,,,,,,,,,,,,,,
CRU-L3,CRU-L3,,Mining Claims,,,,,,,,,,,,,,,,,,,,,,,
CRU-L4 01,CRU-L4 01,CRU-L4,R&R CRU-L4 Shallow Fields Station,R&R CRU-L4,-599.664,4147.667,-2174.785,0.85258651,-0.35633656,-0.18156257,-0.33638594,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L4,CRU-L4,,ChildCloud S2L4,CloudS2L4,9.504,4.065,-23.930,-0.03547100,0.72110993,0.31088218,0.61813796,FALSE,,,,,,,,,,,,,,
CRU-L4,CRU-L4 00,,Station,,,,,,,,,,,,,,,,,,,,,,,
CRU-L5 01,CRU-L5 01,CRU-L5 01,R&R CRU-L5 Beautiful Glen Station,R&R CRU-L5,3996.778,1989.652,-2796.440,0.98901582,0.00000030,0.14780968,-0.00000021,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L5,CRU-L5,CRU-L5,Mining Claim #35F-7IY,35F-7IY,-38.750,-28.021,57.933,0.10227232,-0.08396543,0.88213772,-0.45202127,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L5,CRU-L5,CRU-L5,Mining Claim #J2P-9P8,J2P-9P8,-59.384,6.705,-52.084,0.15750192,-0.32893074,0.25243932,0.89625448,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L5,CRU-L5,CRU-L5,Mining Claim #714-SK2,714-SK2,44.068,56.423,58.487,-0.37594274,-0.41578946,0.82610869,-0.05771123,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L5,CRU-L5,CRU-L5,Mining Claim #Z8V-6O0,Z8V-6O0,-26.320,-63.312,-33.715,0.70317203,-0.41343451,0.50240493,-0.28672329,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L5,CRU-L5,CRU-L5,Mining Claim #A83-1XB,A83-1XB,44.068,56.423,36.745,-0.37594274,-0.41578946,0.82610869,-0.05771123,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L5,CRU-L5,CRU-L5,Mining Claim #UU1-PPU,UU1-PPU,-58.654,40.886,65.223,0.67733246,0.69675612,-0.23608162,0.00413095,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L5,CRU-L5,CRU-L5,Mining Claim #W70-48O,W70-48O,64.493,-53.478,39.756,-0.47097725,-0.26405039,0.66464174,-0.51643896,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L5,CRU-L5,CRU-L5,Mining Claim #J5B-CJZ,J5B-CJZ,-23.681,75.087,3.822,0.54469877,-0.53801906,0.04389364,-0.64180374,TRUE,0.000,0.000,,,,,,,,,,,,
CRU-L5,CRU-L5,,ChildCloud S2L5,CloudS2L5,-4.560,-16.220,16.799,-0.11870026,0.80830848,0.53170598,-0.22324072,FALSE,,,,,,,,,,,,,,
CRU-L5,CRU-L5 00,,Station,,,,,,,,,,,,,,,,,,,,,,,
CRU-L5,CRU-L5,,Mining Claims,,,,,,,,,,,,,,,,,,,,,,,
Crusader R01,,,OM-1,OM1,0.000,0.000,10758.023,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Crusader R02,,,OM-2,OM2,0.000,0.000,-10758.023,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Crusader R03,,Crusader 03,OM-3,OM3,0.000,10758.023,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Crusader R04,,Crusader 07,OM-4,OM4,0.000,-10758.023,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Crusader R05,,Crusader 04,OM-5,OM5,10758.023,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Crusader R06,,Crusader 01,OM-6,OM6,-10758.023,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Crusader 01,Crusader 08,Crusader 02,Comm Array ST2-55,ST2-55,-1387.917,8802.204,24.000,0.92387956,0.00000000,0.00000000,0.38268343,TRUE,0.000,0.000,,,,,,,,,,,,
Crusader 02,Crusader 05,Crusader 05,Port Olisar,Olisar,5965.000,-472.142,5667.009,0.89879400,0.00000000,0.00000000,-0.43837121,TRUE,0.000,0.000,,,,,,,,,,,,
Crusader 03,Crusader 01,Crusader 06,Orison,Orison,5295.517,-863.194,5282.237,-0.35297105,0.32850707,-0.20332202,0.85214710,TRUE,,,,,,,,,,,,,,
Crusader 04,Crusader 02,,August Dunlow Spaceport,Dunlow,5295.536,-871.476,5281.923,,,,,FALSE,,,,,,,,,,,,,,
Crusader,Crusader,,Main Hall,Invictus,5333.899,-781.652,5252.534,,,,,FALSE,,,,,,,,,,,,,,
Crusader,Crusader,,Crusader-Tumbril-Krueger,Crus-Tumbril,5207.253,-921.274,5278.643,,,,,FALSE,,,,,,,,,,,,,,
Crusader,Crusader,,Anvil,Anvil,5214.345,-767.269,5296.022,,,,,FALSE,,,,,,,,,,,,,,
Crusader,Crusader,,Aegis,Aegis,5216.197,-818.481,5294.565,,,,,FALSE,,,,,,,,,,,,,,
Crusader,Crusader,,RSI,RSI,5209.644,-869.355,5284.502,,,,,FALSE,,,,,,,,,,,,,,
Crusader,Crusader,,Fleet Week 2022 Event Halls,FLTWK,5333.063,-778.502,5253.850,,,,,FALSE,,,,,,,,,,,,,,
Crusader,Crusader,,Habitation clusters,HAB,5329.333,-794.336,5254.738,,,,,FALSE,,,,,,,,,,,,,,
Crusader,Crusader,,Shipyard clusters,SHPYD,5322.096,-819.404,5257.880,,,,,FALSE,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Crusader,Crusader 04,,Orbital Stations,,,,,,,,,,,,,,,,,,,,,,,
Crusader,,,Landing Pads,,,,,,,,,,,,,,,,,,,,,,,
Crusader,,,Wrecks,,,,,,,,,,,,,,,,,,,,,,,
Crusader,,,Other Facilities,,,,,,,,,,,,,,,,,,,,,,,
Crusader,,,Scramble Racetracks,,,,,,,,,,,,,,,,,,,,,,,
Crusader,,,Underground Bunker Facilities,,,,,,,,,,,,,,,,,,,,,,,
Crusader,Crusader 07,,Comm Array,,,,,,,,,,,,,,,,,,,,,,,
Crusader,Crusader,,Invictus Showrooms,,,,,,,,,,,,,,,,,,,,,,,
Crusader,Crusader 00,,Landing Zone,,,,,,,,,,,,,,,,,,,,,,,
Daymar R01,,,OM-1,OM1,0.000,0.000,430.027,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Daymar R02,,,OM-2,OM2,0.000,0.000,-430.027,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Daymar R03,,Daymar 17,OM-3,OM3,0.000,430.027,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Daymar R04,,Daymar 35,OM-4,OM4,0.000,-430.027,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Daymar R05,,Daymar 26,OM-5,OM5,430.027,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Daymar R06,,Daymar 07,OM-6,OM6,-430.027,0.000,0.000,,,,,TRUE,0.000,0.000,,,,,,,,,,,,
Daymar 01,Daymar 47,Daymar 04,Comm Array ST2-47,ST2-47,-435.617,-146.996,24.000,1.00000000,0.00000000,0.00000000,0.00000000,TRUE,0.000,0.000,,,,,,,,,,,,
Daymar 02,Daymar 01,Daymar 14,ArcCorp Mining Area 141,ArcCorp 141,-18.167,180.362,-232.760,-0.22158949,0.71121597,-0.62341905,-0.23752604,TRUE,0.000,0.000,,,,,,,,,,,,
Daymar 03,Daymar 02,Daymar 31,Bountiful Harvest Hydroponics,Bountiful,57.552,-92.267,-274.246,0.18752699,0.85047132,0.49141845,0.00633247,TRUE,0.000,0.000,,,,,,,,,,,,
Daymar 04,Daymar 03,Daymar 29,Kudre Ore,Kudre,146.617,-177.093,-184.862,0.43093419,0.65107960,0.62402511,-0.03136482,TRUE,0.000,0.000,,,,,,,,,,,,
Daymar 05,Daymar 04,Daymar 28,Shubin Mining Facility SCD-1,Shubin SCD1,126.025,-149.581,221.253,0.87571865,0.33365393,0.11860581,0.32821420,TRUE,0.000,0.000,,,,,,,,,,,,
Daymar 06,Daymar 17,Daymar 11,Covalex Shipping Hub Gundo,Covalex,-241.198,437.977,-300.000,1.00000000,0.00000000,0.00000000,0.00000000,TRUE,0.000,0.000,,,,,,,,,,,,
Daymar 07,Daymar 27,Daymar 32,Kudre Ore Mine (Closed) [F],Kudre Cave,81.008,-280.683,43.649,0.16181649,0.31079891,-0.57403725,0.74006802,TRUE,0.000,0.000,,,,,,,,,,,,
Daymar 08,Daymar 21,Daymar 13,Dunlow Ridge Aid Shelter,Dunlow,-51.850,280.932,75.331,0.78568178,-0.58118606,-0.18636937,-0.10096207,TRUE,0.000,0.000,,,,,,,,,,,,
Daymar 09,Daymar 22,Daymar 27,Eager Flats Aid Shelter,Eager,200.545,-104.917,190.097,0.79659384,0.35065505,0.23551358,0.43244961,TRUE,0.000,0.000,,,,,,,,,,,,
Daymar 10,Daymar 23,Daymar 06,Tamdon Plains Aid Shelter,Tamdon,-138.114,-24.463,-259.849,0.12432990,0.90839434,-0.33883798,-0.21107022,TRUE,0.000,0.000,,,,,,,,,,,,
Daymar 11,Daymar 24,Daymar 16,Wolf Point Aid Shelter,Wolf,-4.420,279.067,95.733,0.74052215,-0.53262132,0.23257415,0.33741775,TRUE,0.000,0.000,,,,,,,,,,,,
Daymar,Daymar,Daymar,ArcCorp Platinum Bay Ground Spawn,,-17.995,180.413,-232.735,-0.05607357,0.06995955,0.94315541,0.32003015,FALSE,0.000,0.000,,,,,,,,,,,,
Daymar,Daymar,Daymar,Shubin Platinum Bay Ground Spawn,,125.988,-149.514,221.322,0.85443228,0.15451826,0.31843680,-0.38035193,FALSE,0.000,0.000,,,,,,,,,,,,
Daymar 15,Daymar 12,Daymar 22,NT-999-XVI,NT999XVI,251.045,153.850,-23.796,,,,,TRUE,,,,,,,,,,,,,,
Daymar 16,Daymar 14,Daymar 18,TPF,TPF,38.490,203.592,-210.032,,,,,TRUE,,,,,,,,,,,,,,
Daymar 17,Daymar 13,Daymar 10,The Garden,Garden,-175.415,146.965,186.269,,,,,TRUE,,,,,,,,,,,,,,
Daymar 18,Daymar 11,Daymar 01,Security Post Thaquray,Thaquray,-6.477,-90.411,281.124,,,,,TRUE,,,,,,,,,,,,,,
Daymar 19,Daymar 09,Daymar 25,Security Post Moluto,Moluto,189.063,33.693,-223.998,,,,,TRUE,,,,,,,,,,,,,,
Daymar 20,Daymar 10,Daymar 08,Security Post Prashad,Prashad,-223.514,65.899,181.092,,,,,TRUE,,,,,,,,,,,,,,
Daymar 12,Daymar 05,Daymar 03,Brio's Breaker Yard,Brio,-176.683,-161.257,173.852,0.35993516,-0.18309312,-0.41535702,0.81510866,TRUE,0.000,0.000,,,,,,,,,,,,
Daymar 13,Daymar 06,Daymar 15,Daymar Stash House (Nuen Waste Management),Stash,-18.943,293.341,25.478,-0.23114640,0.17017862,0.65411264,0.69981945,TRUE,0.000,0.000,,,,,,,,,,,,
Daymar 14,Daymar 18,Daymar 19,Abandoned Outpost NEU-256/95,Abandoned,73.139,285.904,1.906,0.37701473,-0.21493435,0.67124867,0.60090625,FALSE,0.000,0.000,,,,,,,,,,,,
Daymar 21,Daymar 29,Daymar 21,Daymar Cave N24 [F] WOL-283/117,Cave N24,108.060,250.300,113.124,0.70411772,-0.31452382,0.45764536,0.44255364,FALSE,0.000,0.000,,,,,,,,,,,,
Daymar 22,Daymar 30,Daymar 05,Daymar Cave S24 [F] TAM-007/188,Cave S24,-259.272,-68.976,-122.777,-0.42634198,0.32883894,0.77454966,-0.33191907,FALSE,0.000,0.000,,,,,,,,,,,,
Daymar 23,Daymar 31,Daymar 33,Daymar Cave S29 [F] KUD-286/118,Cave S29,61.883,-249.125,-145.427,-0.13918409,-0.43194517,0.74825513,-0.48390639,FALSE,0.000,0.000,,,,,,,,,,,,
Daymar 24,Daymar 32,Daymar 30,Daymar Cave S38 [S] KUD-219/0,Cave S38,146.356,-177.106,-185.070,0.29616991,0.05902701,0.90009499,-0.31405127,FALSE,0.000,0.000,,,,,,,,,,,,
Daymar 25,Daymar 28,Daymar 09,Daymar Cave N09 [FVS] PRA-188/145,Cave N09,-272.652,102.062,48.645,-0.13225681,-0.55678713,0.32800239,0.75160539,FALSE,0.000,0.000,,,,,,,,,,,,
Daymar 26,Daymar 36,Daymar 02,Caterpillar D Wreck BRI-047/6,Caterpillar D,-171.449,-162.799,177.207,0.87278485,0.22978058,-0.38382757,0.19525337,FALSE,0.000,0.000,,,,,,,,,,,,
Daymar 27,Daymar 37,Daymar 23,Constellation A Wreck NT9-257/91,Constellation A,283.816,70.563,-42.287,0.42504209,0.43950158,0.61513394,0.49778289,FALSE,0.000,0.000,,,,,,,,,,,,
Daymar 28,Daymar 38,Daymar 24,Cutlass A Wreck NT9-237/107,Cutlass A,276.180,65.714,-80.365,0.51995325,0.23412630,0.76247931,0.30571026,FALSE,0.000,0.000,,,,,,,,,,,,
Daymar 29,Daymar 39,Daymar 34,Freelancer C Wreck THA-008/54,Freelancer C,4.771,-38.410,292.843,0.99646765,0.06549203,0.00466321,0.05235660,FALSE,0.000,0.000,,,,,,,,,,,,
Daymar 30,Daymar 35,Daymar 20,Javelin Wreck NEU-232/156,Javelin,102.055,267.619,-70.856,0.06446067,0.20209533,0.76107192,0.61300230,FALSE,0.000,0.000,,,,,,,,,,,,
Daymar 31,Daymar 40,Daymar 12,Starfarer A Wreck WOL-035/108,Starfarer A,-65.419,231.089,172.041,0.85928649,-0.45693648,-0.00664840,0.22976425,FALSE,0.000,0.000,,,,,,,,,,,,
Daymar 32,Daymar 43,,Shubin Racetrack SHU-119/8,SHU Race,133.661,-147.060,218.401,0.93263656,0.26775593,0.24184170,0.00290284,FALSE,0.000,0.000,,,,,,,,,,,,
